ticker,company_name,signal_date,cluster_start,cluster_end,total_usd,unique_insiders,insider_names
BPYU,Brookfield Property Reit Inc.,2020-03-16,2020-02-27,2020-03-12,3138928,2,Davis Bryan K.; Kingston Brian
MBUU,"Malibu Boats, Inc.",2020-03-16,2020-03-12,2020-03-12,960525,2,Springer Jackie D. Jr.; Wilson Wayne R.
HSC,Harsco Corp,2020-03-17,2020-03-11,2020-03-16,318890,2,Grasberger F Nicholas  III; Stanton David
AMCR,Amcor Plc,2020-03-17,2020-03-16,2020-03-16,1007345,2,Delia Ronald Stephen; Wilson Ian
BPYU,Brookfield Property Reit Inc.,2020-03-17,2020-03-12,2020-03-17,2284978,2,Davis Bryan K.; Kingston Brian
CLR,"Continental Resources, Inc",2020-03-17,2020-02-28,2020-03-13,2980997,3,Berry William B; Hart John D; Owen Steven K
IMRA,Imara Inc.,2020-03-17,2020-03-12,2020-03-16,49600000,8,"Agger Mette Kirstine; Arix Bioscience Plc; Bonita David P; Chin Mark; Dalton Barbara; Lundbeckfond Invest A/s; New Enterprise Associates 14, L.P.; Ra Capital Management, L.P."
THC,Tenet Healthcare Corp,2020-03-17,2020-03-02,2020-03-16,1117754,3,Cancelmi Daniel J; Rittenmeyer Ronald A; Sutaria Saumya
RHP,"Ryman Hospitality Properties, Inc.",2020-03-18,2020-03-18,2020-03-18,665037,2,Fioravanti Mark; Reed Colin V
SUN,Sunoco LP,2020-03-18,2020-03-12,2020-03-17,449571,3,Fails Karl R; Kim Joseph; Miller Thomas R
MAC,Macerich Co,2020-03-18,2020-03-12,2020-03-16,384270,2,Healey Doug J; O Hern Thomas E
XENT,"Intersect Ent, Inc.",2020-03-18,2020-03-16,2020-03-17,286897,2,Meier Richard A; West Thomas A.
SPG,Simon Property Group Inc /de/,2020-03-18,2020-03-17,2020-03-18,19057080,2,Simon David; Simon Herbert
OKE,Oneok Inc /new/,2020-03-19,2020-03-10,2020-03-18,1770181,2,Hulse Walter S III; Spencer Terry K
SEE,Sealed Air Corp/de,2020-03-20,2020-03-05,2020-03-19,793544,3,Chammas Emile Z.; Doheny Edward L II; Sullivan James M
CNR,"Cornerstone Building Brands, Inc.",2020-03-20,2020-03-12,2020-03-19,865480,2,Lee Jeffrey S.; Metcalf James S
CIT,Cit Group Inc,2020-03-20,2020-03-20,2020-03-20,729950,2,Alemany Ellen R; Fawcett John J.
NBL,Noble Energy Inc,2020-03-23,2020-03-20,2020-03-20,299791,2,Smolik Brent J; Stover David L
PB,Prosperity Bancshares Inc,2020-03-24,2020-03-09,2020-03-23,1261438,3,Hanigan Kevin J; Rasche Charlotte M; Zalman David
CNO,"Cno Financial Group, Inc.",2020-03-24,2020-03-23,2020-03-23,301170,2,Bhojwani Gary C; McDonough Paul H.
CIM,Chimera Investment Corp,2020-03-24,2020-03-18,2020-03-18,1297220,3,Colligan Robert S; Lambiase Matthew; Yarlagadda Choudhary
BCO,Brinks Co,2020-03-25,2020-03-03,2020-03-05,1795125,3,Domanico Ronald James; Pertz Douglas A; Shemanski Raphael J.
KRP,"Kimbell Royalty Partners, LP",2020-03-25,2020-03-19,2020-03-24,392557,3,Daly Matthew S.; Ravnaas Robert D.; Ravnaas Robert Davis
MGM,Mgm Resorts International,2020-03-31,2020-03-30,2020-03-30,796269,2,Hornbuckle William; Sanders Corey Ian
HHC,Howard Hughes Corp,2020-04-01,2020-03-27,2020-03-27,500202040,2,"Layne Paul H; Pershing Square Capital Management, L.P."
NGM,Ngm Biopharmaceuticals Inc,2020-04-02,2020-03-19,2020-03-31,40385352,3,Column Group L P; Goeddel David V; Svennilson Peter
NGM,Ngm Biopharmaceuticals Inc,2020-04-07,2020-03-23,2020-04-03,34607192,3,Column Group L P; Goeddel David V; Svennilson Peter
HT,Hersha Hospitality Trust,2020-04-09,2020-04-07,2020-04-07,395111,2,Shah Jay H; Shah Neil H
NGM,Ngm Biopharmaceuticals Inc,2020-04-09,2020-03-31,2020-04-08,27018616,3,Column Group L P; Goeddel David V; Svennilson Peter
SFIX,"Stitch Fix, Inc.",2020-04-13,2020-03-12,2020-03-12,3825224,2,Gurley J William; Spurlock Steven M
SFIX,"Stitch Fix, Inc.",2020-04-13,2020-04-09,2020-04-09,31609300,2,Gurley J William; Spurlock Steven M
KROS,"Keros Therapeutics, Inc.",2020-04-13,2020-04-13,2020-04-13,4160000,3,Arkin Bio Ventures Limited Partnership; Lazarus Alon; Seehra Jasbir
SRC,"Spirit Realty Capital, Inc.",2020-04-16,2020-04-14,2020-04-15,426437,2,Hsieh Jackson; Young Jay
DRI,Darden Restaurants Inc,2020-04-23,2020-04-23,2020-04-23,2041944,4,Cardenas Ricardo; George David C; Lee Eugene I Jr; Renninger Richard L.
UNTY,Unity Bancorp Inc /nj/,2020-04-30,2020-04-28,2020-04-28,611100,2,Dallas David D; Dallas Robert H II
NLY,Annaly Capital Management Inc,2020-05-04,2020-05-04,2020-05-04,722800,2,Finkelstein David L; Wolfe Serena
EIG,"Employers Holdings, Inc.",2020-05-07,2020-04-28,2020-05-05,954340,2,Dirks Douglas D; Paquette Michael Scott
GRA,W R Grace &amp; Co,2020-05-13,2020-05-04,2020-05-11,334290,2,Brown Elizabeth C; La Force Andrew Hudson III
WBS,Webster Financial Corp,2020-05-14,2020-05-13,2020-05-13,211659,2,Macinnes Glenn I; Wolfe Harriet Munrett
ESCA,Escalade Inc,2020-05-14,2020-05-11,2020-05-13,474356,2,Griffin Patrick J; Griffin Robert E
FNB,Fnb Corp/pa/,2020-05-14,2020-05-14,2020-05-14,261200,2,Calabrese Vincent J; Delie Vincent J Jr
CRK,Comstock Resources Inc,2020-05-14,2020-05-14,2020-05-14,308561,2,Allison M Jay; Burns Roland O
AYLA,"Ayala Pharmaceuticals, Inc.",2020-05-14,2020-05-12,2020-05-12,15375000,2,"Amoon 2 Fund Limited Partnership; Israel Biotech Fund I, L.P."
RM,Regional Management Corp.,2020-05-15,2020-05-12,2020-05-13,1169156,3,"Basswood Capital Management, L.L.C.; Basswood Partners, L.L.C.; Beck Robert William"
PENN,Penn National Gaming Inc,2020-05-18,2020-05-13,2020-05-13,1499958,2,Handler David A; Snowden Jay A
BCO,Brinks Co,2020-05-18,2020-05-12,2020-05-14,792211,3,Davis Simon; Domanico Ronald James; Pertz Douglas A
CLPR,Clipper Realty Inc.,2020-05-18,2020-05-14,2020-05-14,917248,2,Bistricer David; Levinson Sam
CTVA,"Corteva, Inc.",2020-05-19,2020-05-15,2020-05-15,414999,3,Fuerer Cornel B; Gajaria Rajan; Glenn Timothy P
ENPH,"Enphase Energy, Inc.",2020-05-21,2019-11-15,2019-11-21,23928311,3,Branderiz Eric; Kothandaraman Badrinarayanan; Quiroga Moreno Isidoro
OEC,Orion Engineered Carbons S.A.,2020-05-26,2020-05-15,2020-05-22,563988,2,Crenshaw Lorin; Painter Corning F.
NARI,"Inari Medical, Inc.",2020-05-27,2020-05-27,2020-05-27,16267040,5,"Cooperatieve Gilde Healthcare IV U.A.; Hill, Mitch C.; Hoffman William; Milder Donald B; Root Jonathan D"
ROCHU,Roth Ch Acquisition I Co,2020-05-28,2020-05-07,2020-05-07,3869170,3,Lipman John C; Roth Byron; Roth Gordon J
CPAH,Counterpath Corp,2020-06-12,2020-06-10,2020-06-10,1000006,2,Bruk Steven; Matthews Terence H
SIC,"Select Interior Concepts, Inc.",2020-06-12,2020-06-10,2020-06-10,434903,2,"Solace Capital Partners, L.P.; Varner Leo William Jr."
COO,"Cooper Companies, Inc.",2020-06-15,2020-06-11,2020-06-12,530668,2,Ricupati Agostino; Sheffield Holly R
VRM,"Vroom, Inc.",2020-06-15,2020-06-11,2020-06-11,13999964,2,"Cgp2 Lone Star, L.P.; Dahnke Scott Arnold"
CCEL,Cryo Cell International Inc,2020-06-16,2020-06-12,2020-06-15,381386,2,Portnoy David; Portnoy Mark L.
VERI,"Veritone, Inc.",2020-06-17,2020-06-05,2020-06-15,598274,2,Steelberg Chad; Steelberg Ryan
CNNE,"Cannae Holdings, Inc.",2020-06-17,2020-06-15,2020-06-15,1250026,2,Cox Richard L.; Gravelle Michael L
FMBI,First Midwest Bancorp Inc,2020-06-18,2020-06-17,2020-06-17,200000,2,Jamieson Michael W; Scudder Michael L
GBIO,Generation Bio Co.,2020-06-18,2020-06-16,2020-06-16,47975000,4,"Flynn James E; Invus Public Equities, L.P.; Seybold William; Wellington Biomedical Innovation Master Investors (Cayman) I L.P."
AVEO,"Aveo Pharmaceuticals, Inc.",2020-06-22,2020-06-19,2020-06-19,44999988,6,Baskett Forest; Florence Anthony A. Jr.; Makhzoumi Mohamad; Makower Joshua; Sandell Scott D; Sonsini Peter W.
RPRX,Royalty Pharma Plc,2020-06-23,2020-06-18,2020-06-18,86917600,4,"Adage Capital Partners Gp, L.L.C.; Hite Christopher; Legorreta Pablo G.; Lloyd George W."
HT,Hersha Hospitality Trust,2020-06-24,2020-06-22,2020-06-22,344750,2,Shah Jay H; Shah Neil H
RPTX,Repare Therapeutics Inc.,2020-06-25,2020-06-23,2020-06-23,20200000,5,"Forte Steve; Gadicke Ansbert; Mpm Bioventures 2014, L.P.; Segal Lloyd Mitchell; Versant Vantage I, L.P."
FMTX,"Forma Therapeutics Holdings, Inc.,",2020-06-25,2020-06-23,2020-06-23,180000000,3,"Kolchinsky Peter; Ra Capital Management, L.P.; Wellington Biomedical Innovation Master Investors (Cayman) I L.P."
ESCA,Escalade Inc,2020-06-29,2020-06-23,2020-06-23,524588,2,Griffin Patrick J; Griffin Robert E
AKUS,"Akouos, Inc.",2020-07-02,2020-06-30,2020-06-30,130024908,15,"5Am Ventures V, L.P.; Baskett Forest; Behbahani Ali; Chang Carmen; Florence Anthony A. Jr.; Makhzoumi Mohamad; Makower Joshua; New Enterprise Associates 16, L.P.; Parmar Kush; Pivotal Bioventure Partners Fund I, L.P.; Ra Capital Management, L.P.; Sandell Scott D; Sofinnova Venture Partners X, L.P.; Sonsini Peter W.; Walker Paul Edward"
FUSN,Fusion Pharmaceuticals Inc.,2020-07-02,2020-06-30,2020-06-30,16515500,3,"Crowley John J; Healthcap Vii, L.P.; Johnson & Johnson"
DNB,"Dun &amp; Bradstreet Holdings, Inc.",2020-07-07,2020-07-02,2020-07-02,4950000,2,Hipsher Bryan T.; Jabbour Anthony M
COO,"Cooper Companies, Inc.",2020-07-08,2020-07-08,2020-07-08,527254,2,Sheffield Holly R; White Albert G III
CMCT,Cim Commercial Trust Corp,2020-07-09,2020-07-08,2020-07-08,7988850,3,Kuba Shaul; Ressler Richard S; Shemesh Avraham
HT,Hersha Hospitality Trust,2020-07-13,2020-07-09,2020-07-09,200000,2,Shah Jay H; Shah Neil H
AKRO,"Akero Therapeutics, Inc.",2020-07-14,2020-07-10,2020-07-10,29880000,2,"Apple Tree Partners Iv, L.P.; Harrison Seth Loring"
ETNB,"89Bio, Inc.",2020-07-14,2020-07-08,2020-07-10,10562475,2,"Grunberg Gregory; Ra Capital Management, L.P."
NKTX,"Nkarta, Inc.",2020-07-16,2020-07-14,2020-07-14,102999978,4,"Flynn James E; Glaxosmithkline Plc; Novo Holdings A/s; Ra Capital Management, L.P."
NKTK,"Nkarta, Inc.",2020-07-16,2020-07-14,2020-07-14,83999916,7,"Baskett Forest; Florence Anthony A. Jr.; Makhzoumi Mohamad; Makower Joshua; New Enterprise Associates 15, L.P.; Sandell Scott D; Sonsini Peter W."
JAMF,Jamf Holding Corp.,2020-07-23,2020-07-21,2020-07-21,499980,2,Putman Jill; Strosahl John
PAND,"Pandion Therapeutics, Inc.",2020-07-23,2020-07-21,2020-07-21,48151980,9,"Becker Daniel J.; Carroll Jill; Crane Alan L; Fuglesang Christopher; Glaxosmithkline Plc; Kakkar Rahul; Mutz Mitchell; Polaris Partners Gp Viii, L.L.C.; Ra Capital Management, L.P."
INZY,"Inozyme Pharma, Inc.",2020-07-29,2020-07-28,2020-07-28,57900000,13,"Baskett Forest; Florence Anthony A. Jr.; Hopfner Robert Lorne; Makhzoumi Mohamad; Makower Joshua; New Enterprise Associates 15, L.P.; Novo Holdings A/s; Pivotal Bioventure Partners Fund I, L.P.; Ra Capital Management, L.P.; Sandell Scott D; Sanofi; Sofinnova Venture Partners X, L.P.; Sonsini Peter W."
ANNX,"Annexon, Inc.",2020-07-30,2020-07-28,2020-07-28,15300000,2,"Clarus Lifesciences Iii, L.P.; Flynn James E"
ITOS,"Iteos Therapeutics, Inc.",2020-07-30,2020-07-28,2020-07-28,33155000,2,"Gadicke Ansbert; Ra Capital Management, L.P."
AFIB,"Acutus Medical, Inc.",2020-08-12,2020-08-10,2020-08-10,34470000,2,Bonita David P; Flynn James E
RRR,"Red Rock Resorts, Inc.",2020-08-13,2020-08-06,2020-08-11,46559864,2,Fertitta Frank J III; Fertitta Lorenzo J
CMPI,"Checkmate Pharmaceuticals, Inc.",2020-08-13,2020-08-11,2020-08-11,12499995,3,Novo Holdings A/s; Powell Michael; Venbio Global Strategic Fund II L.P.
RRR,"Red Rock Resorts, Inc.",2020-08-25,2020-08-10,2020-08-21,43035870,2,Fertitta Frank J III; Fertitta Lorenzo J
SDC,"Smiledirectclub, Inc.",2020-09-02,2020-08-31,2020-08-31,15811694,3,Katzman David B; Katzman Jordan M.; Wailes Kyle
ODT,"Odonate Therapeutics, Inc.",2020-09-09,2020-08-28,2020-09-04,38371626,2,Davis Aaron I.; Tang Kevin C
BNL,"Broadstone Net Lease, Inc.",2020-09-21,2020-09-21,2020-09-21,204000,2,Czarnecki Christopher J; Duckles Kristen
SNOW,Snowflake Inc.,2020-09-22,2020-09-18,2020-09-18,100802100,2,"Gerstner Brad; Iconiq Strategic Partners Iii, L.P."
MTCR,"Metacrine, Inc.",2020-09-22,2020-09-18,2020-09-18,105979900,12,"Adelman Robert J; Baskett Forest; Behbahani Ali; Chang Carmen; Florence Anthony A. Jr.; Makhzoumi Mohamad; Makower Joshua; New Enterprise Associates 16, L.P.; Sandell Scott D; Sonsini Peter W.; Venbio Global Strategic Fund, L.P.; Walker Paul Edward"
AOUT,"American Outdoor Brands, Inc.",2020-09-23,2020-09-23,2020-09-23,265340,2,Fulmer Hugh Andrew; Murphy Brian Daniel
GOVX,"Geovax Labs, Inc.",2020-09-29,2020-09-29,2020-09-29,710270,2,Dodd David A; Reynolds Mark
ODT,"Odonate Therapeutics, Inc.",2020-09-30,2020-09-28,2020-09-28,4388564,2,Davis Aaron I.; Tang Kevin C
PBF,Pbf Energy Inc.,2020-10-01,2020-09-28,2020-09-30,571055,3,Nimbley Thomas J.; O Connor Thomas L; Young C Erik
CRY,Cryolife Inc,2020-10-01,2020-09-16,2020-09-16,291983,2,Davis John E; Mackin James P
GRAY,"Graybug Vision, Inc.",2020-10-01,2020-09-29,2020-09-29,29000000,2,"Clarus Lifesciences Iii, L.P.; Flynn James E"
PMVP,"Pmv Pharmaceuticals, Inc.",2020-10-02,2020-09-25,2020-09-29,19089990,2,"Oronsky Arnold L; Ra Capital Management, L.P."
FGNA,Fg New America Acquisition Corp.,2020-10-02,2020-10-02,2020-10-02,13875000,3,Cerminara Kyle; Moglia Joseph H; Swets Larry G Jr
MCACU,Mountain Crest Acquisition Corp.,2020-10-07,2020-06-09,2020-06-19,6529840,2,Liu Dong; Liu Suying
ONCR,"Oncorus, Inc.",2020-10-08,2020-10-06,2020-10-06,29625015,6,"Evnin Luke; Flynn James E; Gadicke Ansbert; Mpm Bioventures 2014, L.P.; Mpm Sunstates Fund, L.P.; Ubs Oncology Impact Fund L.P."
HRMY,"Harmony Biosciences Holdings, Inc.",2020-10-16,2020-08-21,2020-08-21,11327496,2,Marshman Fund Trust II; Novo Holdings A/s
EBC,"Eastern Bankshares, Inc.",2020-10-16,2020-10-14,2020-10-14,5723690,7,Ahlquist David Andrew; Antonakes Steven Louis; Fitzgerald James Burke; Heinemann Barbara Jane; Henry Kathleen Cloherty; Koegel John Francis; Rivers Robert Francis
SPRB,"Spruce Biosciences, Inc.",2020-10-16,2020-10-14,2020-10-14,15000000,4,"Healthcap Viii, L.P.; Novo Holdings A/s; Omega Fund Vi, L.P.; Rivervest Venture Fund Iii, L.P."
KRON,"Kronos Bio, Inc.",2020-10-16,2020-10-14,2020-10-14,18914500,3,"Bischofberger Norbert W; Omega Fund V, L.P.; Stampacchia Otello"
ARRY,"Array Technologies, Inc.",2020-10-19,2020-10-19,2020-10-19,4836480,2,Fusaro James Macmillan; Patel Nipul M.
TARS,"Tarsus Pharmaceuticals, Inc.",2020-10-20,2020-10-20,2020-10-20,10700000,3,"Frazier Life Sciences Ix, L.P.; Horowitz Limited Partnership VIII; Tester Jason E."
EAR,"Eargo, Inc.",2020-10-22,2020-10-20,2020-10-20,54499968,11,"Baskett Forest; Florence Anthony A. Jr.; Gilde Healthcare Holding B.V.; Longitude Venture Partners Iv, L.P.; Makhzoumi Mohamad; Makower Joshua; New Enterprise Associates 15, L.P.; Novo Holdings A/s; Sandell Scott D; Sonsini Peter W.; Tammenoms Bakker Juliet"
ALGS,"Aligos Therapeutics, Inc.",2020-10-22,2020-10-20,2020-10-20,6000000,2,"Novo Holdings A/s; Versant Venture Capital Vi, L.P."
SQZ,Sqz Biotechnologies Co,2020-11-03,2020-11-03,2020-11-03,15440000,3,"Invus Public Equities, L.P.; Polaris Management Co. Vii, L.L.C.; Schulman Amy W"
BDSX,Biodesix Inc,2020-11-03,2020-10-30,2020-10-30,5539986,2,Patience John; Schuler Jack W
CVLG,"Covenant Logistics Group, Inc.",2020-11-03,2020-10-29,2020-10-30,1871206,2,Parker David Ray; Tweed John A
GLTO,"Galecto, Inc.",2020-11-04,2020-11-02,2020-11-02,15999990,2,Khuong Chau Quang; Novo Holdings A/s
DNB,"Dun &amp; Bradstreet Holdings, Inc.",2020-11-09,2020-11-06,2020-11-06,1105340,2,Hipsher Bryan T.; Jabbour Anthony M
CMCT,Cim Commercial Trust Corp,2020-11-12,2020-11-10,2020-11-10,7141050,3,Kuba Shaul; Ressler Richard S; Shemesh Avraham
NBA.U,New Beginnings Acquisition Corp.,2020-11-12,2020-11-03,2020-11-03,10900000,2,Galbut Russell W; Liebowitz Michael
CERE,"Cerevel Therapeutics Holdings, Inc.",2020-11-12,2020-10-27,2020-11-09,206845236,2,Gordon Christopher R; Koppel Adam
NOAC,Natural Order Acquisition Corp.,2020-11-16,2020-11-11,2020-11-11,6735549,3,Cossia Castiglioni Sebastiano; Patel Paresh Dinesh; Volpe Marc
GSKY,"Greensky, Inc.",2020-11-17,2020-11-13,2020-11-13,7668238,2,Sheft Robert; Zalik David
KROS,"Keros Therapeutics, Inc.",2020-11-19,2020-11-17,2020-11-17,6000000,2,Kariv Tomer; Nussbaum Ran
ORGO,Organogenesis Holdings Inc.,2020-11-19,2020-11-17,2020-11-17,5415494,2,Ades Alan A.; Nussdorf Glenn H
FCNCA,First Citizens Bancshares Inc /de/,2020-11-24,2020-03-13,2020-03-13,4952964,2,Bryant Hope Holding; Holding Olivia Britton
STOK,"Stoke Therapeutics, Inc.",2020-11-25,2020-11-24,2020-11-24,29250000,2,"Apple Tree Partners Iv, L.P.; Harrison Seth Loring"
CAS.U,Cascade Acquisition Corp,2020-11-30,2020-11-24,2020-11-24,3000000,2,Levine Jay N.; Weil Gene
ESP,Espey Mfg &amp; Electronics Corp,2020-12-02,2020-12-01,2020-12-01,10974000,2,Murphy Peggy A; Pinsley Howard M
ATCX,"Atlas Technical Consultants, Inc.",2020-12-03,2020-12-01,2020-12-01,721256,2,Cappa Gary M.; Quinn David D. Sr.
LIXT,"Lixte Biotechnology Holdings, Inc.",2020-12-07,2020-11-30,2020-11-30,850231,3,Greenberg Robert; Kovach John S; Schwartzberg Gil
SBTX,"Silverback Therapeutics, Inc.",2020-12-08,2020-12-08,2020-12-08,26250000,3,"Piazza Jonathan; Presidio Management Group Xii, L.L.C.; Thompson Peter A."
SEER,"Seer, Inc.",2020-12-10,2020-12-08,2020-12-08,31909987,2,"Amoon 2 Fund Limited Partnership; Invus Public Equities, L.P."
IGMS,"Igm Biosciences, Inc.",2020-12-15,2020-12-11,2020-12-11,29999970,3,Haldor Topsoe Holding A/s; Topsoe Christina Teng; Topsoe Jakob Haldor
LXRX,"Lexicon Pharmaceuticals, Inc.",2020-12-17,2020-12-16,2020-12-16,70000000,2,"Artal International S.C.A.; Invus Public Equities, L.P."
HYMC,Hycroft Mining Holding Corp,2020-12-17,2020-12-15,2020-12-15,346458,2,Garrett Diane R; Rideout Stanton K
PROG,"Progenity, Inc.",2020-12-17,2020-12-02,2020-12-16,1025807,2,Silvestry Damon; Stylli Harry
ROCCU,Roth Ch Acquisition II Co,2020-12-17,2020-12-15,2020-12-15,3992920,3,Lipman John C; Roth Byron; Roth Gordon J
MASS,908 Devices Inc.,2020-12-22,2020-12-22,2020-12-22,12000000,2,"Arch Venture Fund Vii, L.P.; Crandell Keith"
SPLP,Steel Partners Holdings L.P.,2020-12-29,2020-12-24,2020-12-29,1769572,2,Howard Jack L; Lichtenstein Warren G
ODT,"Odonate Therapeutics, Inc.",2020-12-30,2020-12-21,2020-12-28,11044636,2,Davis Aaron I.; Tang Kevin C
DNMR,"Danimer Scientific, Inc.",2020-12-31,2020-12-29,2020-12-29,98100000,2,Hendrix Richard J; Wunderlich Gary Kent Jr
SWBK.,Switchback II Corp,2021-01-12,2021-01-12,2021-01-12,2000000,2,McNeill Scott K.; Mutrie James E.
KAIRU,Kairos Acquisition Corp.,2021-01-12,2021-01-08,2021-01-08,39600000,2,Millette Michael; Singhal Vikas
AKICU,Sports Ventures Acquisition Corp.,2021-01-12,2021-01-08,2021-01-08,13200000,2,Kestenbaum Alan; Tilliss Robert
RILY,"B. Riley Financial, Inc.",2021-01-13,2021-01-13,2021-01-13,5060000,2,Kelleher Thomas J /adv; Riley Bryant R
SPLP,Steel Partners Holdings L.P.,2021-01-14,2020-12-29,2021-01-12,1965533,2,Lichtenstein Warren G; Walker Gordon A.
MCADU,Mountain Crest Acquisition Corp II,2021-01-14,2021-01-12,2021-01-12,2700000,2,Liu Dong; Liu Suying
CGEM,"Cullinan Management, Inc.",2021-01-14,2021-01-12,2021-01-12,16800000,3,Gadicke Ansbert; Jovan-Embiricos Morana; Ubs Oncology Impact Fund L.P.
BCYP,Big Cypress Acquisition Corp.,2021-01-14,2021-01-14,2021-01-14,8344000,2,Katz Ilan; Reich Samuel J
SVFA,Svf Investment Corp.,2021-01-14,2021-01-12,2021-01-12,25270000,2,Govi Navneet; Misra Rajeev
CMCT,Cim Commercial Trust Corp,2021-01-21,2021-01-21,2021-01-21,7255500,3,Kuba Shaul; Ressler Richard S; Shemesh Avraham
DFH,"Dream Finders Homes, Inc.",2021-01-27,2021-01-25,2021-01-25,1170000,2,Moran Doug; Moyer Rick A.
INTC,Intel Corp,2021-01-28,2021-01-25,2021-01-26,2017321,2,Davis George S; Swan Robert Holmes
BLUA,Blueriver Acquisition Corp.,2021-02-02,2021-02-02,2021-02-02,14500000,2,Gregg John F; Mays Randall Thomas
VOR,Vor Biopharma Inc.,2021-02-09,2021-02-09,2021-02-09,19999980,2,"5Am Ventures Vi, L.P.; Parmar Kush"
TERN,"Terns Pharmaceuticals, Inc.",2021-02-09,2021-02-09,2021-02-09,19380000,2,Flynn James E; Gordon Carl L
DNB,"Dun &amp; Bradstreet Holdings, Inc.",2021-02-11,2021-02-11,2021-02-11,1114538,2,Hipsher Bryan T.; Jabbour Anthony M
BOLT,"Bolt Biotherapeutics, Inc.",2021-02-11,2021-02-09,2021-02-09,21000000,3,"Engleman Edgar; Novo Holdings A/s; Sofinnova Venture Partners X, L.P."
DCOM,"Dime Community Bancshares, Inc. /ny/",2021-02-16,2021-02-02,2021-02-16,10820745,2,"Basswood Capital Management, L.L.C.; Basswood Partners, L.L.C."
CRVS,"Corvus Pharmaceuticals, Inc.",2021-02-19,2021-02-17,2021-02-17,4849999,2,Miller Richard A Md; Thompson Peter A.
DBTX,"Decibel Therapeutics, Inc.",2021-02-19,2021-02-17,2021-02-17,13050000,2,"Casdin Partners Master Fund, L.P.; Foy Matthew"
ARNC,Arconic Corp,2021-03-01,2021-02-26,2021-02-26,349575,3,Asmussen Erick R; Miller Melissa M; Myers Timothy Donald
FWAA,Fifth Wall Acquisition Corp. I,2021-03-01,2021-02-09,2021-02-09,20950000,2,Mykhaylovskyy Andriy; Wallace Brendan
ADC,Agree Realty Corp,2021-03-04,2021-03-02,2021-03-03,755591,3,Agree Joey; Erlich Craig; Leopold Simon
EVRG,"Evergy, Inc.",2021-03-04,2021-03-03,2021-03-03,1063974,2,Andrews Kirkland B; Campbell David A
ROCRU,Roth Ch Acquisition III Co,2021-03-08,2021-03-05,2021-03-05,3205580,3,Lipman John C; Roth Byron; Roth Gordon J
MORF,"Morphic Holding, Inc.",2021-03-09,2021-03-05,2021-03-08,7190514,2,Schegerin Marc; Springer Timothy A
LHAA,Lerer Hippeau Acquisition Corp.,2021-03-11,2021-03-09,2021-03-09,1359720,3,Hippeau Eric; Lerer Benjamin; Lerer Kenneth B
SVFC,Svf Investment Corp. 3,2021-03-15,2021-03-11,2021-03-11,1125000,2,Govil Navneet; Pipilis Ioannis
SVFB,Svf Investment Corp. 2,2021-03-15,2021-03-11,2021-03-11,1125000,2,Govil Navneet; Varma Munish
JOAN,Joann Inc.,2021-03-18,2021-03-16,2021-03-16,1062000,4,Chennakrishnan Varadheesh; Ditullio Christopher; Miquelon Wade D; Susz Matthew B.
EWTX,"Edgewise Therapeutics, Inc.",2021-03-31,2021-03-30,2021-03-30,25750000,3,Flynn James E; Novo Holdings A/s; Thompson Peter A.
DSGN,"Design Therapeutics, Inc.",2021-04-01,2021-03-30,2021-03-30,5500000,2,George Simeon; Shah Pratik
PACK,Ranpak Holdings Corp.,2021-04-05,2020-06-01,2020-06-08,2597505,2,Asali Omar; Blackstone Holdings I L.P.
CTOS,"Custom Truck One Source, Inc.",2021-04-05,2021-04-01,2021-04-01,875000,3,Carlsen James; McMonagle Ryan; Meader Brad
WMPN,William Penn Bancorporation,2021-04-08,2021-03-24,2021-04-06,377534,2,Stephon Kenneth John; Turner Alan B
MBTCU,Nocturne Acquisition Corp,2021-04-14,2021-04-05,2021-04-14,9300000,2,Ao Ka Seng; Monzon Henry
RPHM,"Reneo Pharmaceuticals, Inc.",2021-04-15,2021-04-09,2021-04-13,22999980,3,"New Enterprise Associates 15, L.P.; Novo Holdings A/s; Rivervest Venture Fund Iii, L.P."
RXRX,"Recursion Pharmaceuticals, Inc.",2021-04-20,2021-04-16,2021-04-16,51799986,2,"Lux Ventures Iv, L.P.; Mubadala Investment Co Pjsc"
BCPL,Bc Partners Lending Corp,2021-04-26,2021-04-22,2021-04-22,600000,2,Forethought Life Insurance Co; Kkr Group Partnership L.P.
IMPL,Impel Neuropharma Inc,2021-04-29,2021-04-27,2021-04-27,15375000,2,"5Am Ventures V, L.P.; Venbio Global Strategic Fund II L.P."
HOWL,"Werewolf Therapeutics, Inc.",2021-05-06,2021-05-04,2021-05-04,38944928,7,"Arkin Bio Ventures 2 L.P.; Asanuma Sakae; Evnin Luke; Flynn James E; Gadicke Ansbert; Lazarus Alon; Mpm Bioventures 2014, L.P."
FSBC,Five Star Bancorp,2021-05-06,2021-05-04,2021-05-04,994180,3,Allbaugh Lawrence Eugene; Beckwith James Eugene; Rizzo Michael Anthony
VST,Vistra Corp.,2021-05-10,2021-05-06,2021-05-06,2749602,2,Burke James A; Morgan Curtis A
BHLB,Berkshire Hills Bancorp Inc,2021-05-10,2021-05-03,2021-05-07,669716,3,Basu Subhadeep; Conn Kevin; Mhatre Nitin J.
CNP,Centerpoint Energy Inc,2021-05-13,2021-05-11,2021-05-13,1419600,2,Lesar David J; Wells Jason P.
